ID,Unnamed,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
5443,983,Player A,Team C,24,198.96124899888247,75.8219235661804,Goalkeeper,0,9.0,3,3,74.75288362242013,14.738538451490662,99,2,15,4,0.133778144993968,56,4,17.398510766728446,6.091639742071002,4.743002164502164,107.45235475848315,2021
5444,2536,Player C,Team B,30,184.9716160313308,117.8189684968874,Forward,0,0.0,2,4,92.35986647344689,9.599132797760335,40,5,5,6,0.9533071675823724,68,4,18.61223010428725,5.552747947690437,6.127337820932273,87.70331559211061,2019
5445,438,Player C,Team C,39,168.48111402008917,75.465023611934,Defender,18,4.0,5,0,65.73490412386319,5.985202914955932,7,0,3,4,0.0726655875811567,32,5,6.758308822918726,0.0,2.3684210526315788,188.88347651133623,2021
5446,151,Player C,Team B,29,179.08065639467733,111.54908488280364,Midfielder,29,4.0,9,1,92.02607144786143,13.940720803034152,85,7,7,3,0.1990934199359256,66,1,7.178227121802735,0.8901237478547195,0.2352941176470588,304.76633633416145,2019
5447,333,Player C,Team C,22,170.07413449382835,86.21583780369465,Defender,29,6.0,7,3,91.8095365362276,9.98780957395045,77,2,28,7,0.3478223474330459,29,8,6.242135434535788,3.854949553634724,0.3333333333333333,195.09601160573516,2020
5448,2807,Player C,Team C,29,190.5605050266288,93.67349230005276,Defender,17,1.0,7,4,81.76000898850569,10.120507784795995,54,9,14,2,0.6202348489611205,66,1,19.029032616431472,6.906664348583331,2.888888888888889,222.59841544835092,2020
5449,2355,Player C,Team B,38,181.3280265747616,100.56213241057677,Forward,18,0.0,7,0,56.34180500302453,7.002696508669843,4,11,13,2,0.5448010852760984,34,1,12.127435765668398,2.706123537148963,3.526315789473684,175.46897669339606,2022
5450,520,Player D,Team A,28,168.68561616150689,67.57553168205418,Defender,0,0.0,4,2,93.219087190753,11.757074981966191,76,4,25,9,0.1256434924123139,27,4,5.964879252236722,3.945575603786669,3.9947222222222223,216.2401654235795,2021
5451,1208,Player A,Team C,19,162.8482687016493,58.25344182741989,Defender,4,0.0,5,4,60.06228497214139,13.718824931653923,26,2,12,5,0.2897279837382146,60,8,9.82294853771062,0.1564273182269286,10.4,284.5358562646326,2021
5452,4018,Player A,Team A,37,188.85165043833382,88.07950048016453,Forward,4,17.0,2,4,63.92565694622349,14.375736417434563,67,1,7,3,0.238751771086024,39,3,10.271189616949504,3.475651329899476,3.4,190.1332695945316,2022
5453,4143,Player C,Team B,22,193.8042919602165,80.73662351003128,Forward,16,7.0,8,3,79.99886982283954,7.947030328316683,83,11,27,7,0.2135428544903413,44,5,17.14339735215136,6.726889143409321,4.411764705882353,271.19253696145523,2021
5454,1444,Player C,Team C,39,161.0148595216926,79.67005259184901,Goalkeeper,14,0.0,5,3,96.7205211953204,10.91787997704907,97,11,15,1,0.411144336479987,82,1,16.032153382563845,0.7128147385538406,2.4,227.6069199121629,2019
5455,3190,Player B,Team B,27,164.12076777768823,89.86442869640068,Goalkeeper,11,6.0,0,1,68.82196683988512,9.815237474792047,81,5,17,2,0.7040314525916569,36,3,15.340805743438535,4.216319448096431,5.583333333333333,323.4179398506045,2019
5456,1348,Player D,Team B,33,196.98989903457448,89.2520237210792,Midfielder,0,0.0,1,2,92.45411346149234,13.70739266490469,46,1,13,7,0.2174529322172359,19,8,5.327953288870681,0.0,4.843612479474548,238.67175681861028,2021
5457,4818,Player A,Team C,28,160.17926773302116,90.63969165135512,Defender,11,11.0,4,2,79.17090524764326,7.726256394650627,43,2,19,4,0.3666788797029814,91,1,18.66043694639568,2.2254487520553257,6.25,265.31814060896494,2021
5458,774,Player B,Team B,36,176.11558315826522,103.04924050527298,Midfielder,11,8.0,2,1,63.10073460299917,14.948084082117468,77,7,29,6,0.3909174268411622,45,0,8.233329003736124,0.5534393256715058,2.583333333333333,312.349992830102,2021
5459,3177,Player A,Team B,23,179.53478438623182,54.298460819878514,Forward,0,0.0,6,2,91.06785154636512,5.574068013063198,5,12,3,1,0.9764565294354102,84,3,14.435921070390169,0.993448607426406,3.5870629370629366,460.7759189267532,2020
5460,1126,Player D,Team C,23,168.3099709204876,64.70370441255136,Midfielder,6,14.0,6,3,113.71783394407434,13.535269467890648,52,12,19,5,0.9546663568790688,21,3,5.927285645171287,1.7196027308474338,2.0,118.5652172535972,2022
5461,1015,Player B,Team A,31,184.48664882892584,77.30267943580135,Goalkeeper,18,11.0,2,1,73.55125190974854,13.164465954573831,74,0,3,5,0.8001375827520759,23,0,6.222891378080817,2.1370198162672085,3.684210526315789,395.0133710962035,2022
5462,2546,Player D,Team C,18,162.41787691941082,72.19621510918878,Forward,25,13.0,7,1,97.55314048421256,8.31609014106895,88,14,28,2,0.2416589208191851,94,3,5.143659441951832,0.0,0.1923076923076923,228.6122914448888,2019
5463,1744,Player B,Team C,21,176.48216496920645,86.19338482830932,Goalkeeper,19,7.0,7,1,82.10173297352404,13.558403438731617,69,11,19,8,0.0680373140916696,89,2,13.48891466817996,2.2465451448580276,0.7,212.82391955214428,2021
5464,3932,Player A,Team B,34,168.59968894353565,117.70148385952363,Midfielder,24,0.0,4,2,75.76886888848202,7.104491724282661,76,11,0,4,0.3169041377206247,95,1,14.440695044253571,4.817164821481583,0.72,279.0912478580375,2020
5465,4797,Player B,Team C,31,167.4822734410552,114.49571818896632,Midfielder,0,6.0,7,1,63.50424213346929,12.98679466935382,67,10,22,8,0.2667945494338308,27,9,5.756934548498432,0.0248562638263183,0.5625,254.36736732431305,2022
5466,2836,Player B,Team A,30,168.62173140418182,100.77174028784904,Midfielder,27,15.0,3,2,83.25953055913166,8.426736735947042,27,3,7,6,0.5059258001463939,98,3,9.357273271460585,0.0,3.2857142857142856,411.04316343363496,2021
5467,188,Player C,Team B,26,218.46926268084493,88.71264907927208,Goalkeeper,19,14.0,6,2,53.85823608831284,7.042655042113204,54,1,15,5,0.7777279100677931,72,7,17.771816212670252,0.4057853694587251,0.2,397.7372326935935,2020
5468,3795,Player B,Team C,27,188.4875192791797,97.95316229960338,Forward,7,12.0,0,4,76.37331425268886,9.453201583399114,45,2,28,9,0.858322938878858,19,6,6.519625502343711,0.0,11.625,217.24806367164845,2021
5469,4736,Player C,Team A,31,164.76400230437423,78.14289025250177,Defender,9,8.0,7,0,99.822382245502,11.158050884014264,52,0,23,7,0.8448640854105085,41,8,8.248207468299968,1.2212297475391414,2.2,336.1718470576406,2022
5470,3303,Player C,Team A,22,180.211916364689,80.03509372185022,Defender,20,5.0,6,1,74.60119037997666,7.884557240312475,83,5,18,0,0.3596755612230677,26,7,11.365868127086406,6.238312215529166,2.238095238095238,273.1907358858993,2020
5471,1108,Player B,Team B,23,179.53478438623182,77.75946017579567,Forward,0,0.0,5,2,81.25178160205765,10.732076250948952,55,12,22,2,0.6872343434606829,28,0,17.63411153949674,2.1432943929384733,2.614167314167314,539.5750476356628,2020
5472,1180,Player B,Team B,19,184.69451109536806,76.34594391087873,Forward,17,10.0,8,2,98.49364852165012,5.110735424654208,75,9,5,7,0.31283419752422,64,1,8.822735817128063,0.0,5.111111111111111,228.9060752683829,2020
5473,4988,Player C,Team C,33,196.23820838997528,95.4054227132664,Goalkeeper,13,0.0,1,0,90.79778412089306,8.574836237098712,88,11,6,5,0.0609055432351827,68,1,19.95705523045013,3.0526377887122,5.285714285714286,106.24880275074632,2019
5474,4776,Player D,Team A,37,196.6396800544831,74.99462971273142,Goalkeeper,0,6.0,3,3,66.43270504089703,10.594572069775786,64,8,19,3,0.7015652656029423,95,7,10.328927197077924,0.9423328166875624,4.601452282157676,429.05331831083475,2019
5475,3355,Player C,Team A,28,185.54426899144823,80.00518985206278,Midfielder,0,0.0,3,4,116.06976638160673,5.187611199923938,33,6,25,3,0.0098275525697878,80,3,10.796729877254348,1.202346706579815,2.652173913043478,336.05092196934544,2020
5476,4622,Player A,Team C,31,189.40463299361585,78.14289025250177,Midfielder,0,3.0,1,2,72.96939055520211,12.795116392775023,90,7,19,7,0.4091825874584885,51,8,6.831593063461915,1.9644056960627727,10.431896551724138,145.939890675122,2022
5477,1825,Player A,Team C,26,160.92427411149922,94.41360512214362,Goalkeeper,10,4.0,2,0,72.03484059307604,11.606115907661756,15,14,14,6,0.3293792693020757,74,1,15.202968512847962,6.568386461503274,3.1818181818181817,117.567621204207,2022
5478,1680,Player D,Team C,18,186.88420268055057,63.84982547743651,Defender,18,0.0,9,3,93.90793886290538,12.713370369028103,17,14,23,8,0.6933775385188524,48,3,8.651977741767224,0.0,3.1052631578947367,202.0668917254448,2022
5479,4748,Player C,Team B,33,160.3509902024767,84.62677975591404,Goalkeeper,0,0.0,3,3,54.78583122246791,14.530951580921013,11,11,17,5,0.7662454727603789,10,0,14.433013929425694,3.7070253384957503,6.127337820932273,362.3335697211104,2019
5480,654,Player B,Team C,37,188.85165043833382,52.029492149928586,Goalkeeper,26,16.0,4,3,83.177527170257,10.096707524007735,93,1,23,2,0.3040946359712838,73,2,8.3473659260439,7.402564386547923,3.4814814814814814,777.8152943350514,2022
5481,3803,Player B,Team C,26,184.8450119636332,56.13876964136165,Midfielder,0,0.0,8,3,80.26557651560037,12.873660908161284,78,11,18,7,0.8116270144448535,39,5,10.81808400839702,1.1258623442069842,6.127337820932273,0.0,2021
5482,1250,Player C,Team A,22,185.3600306966395,65.20634322147043,Midfielder,4,13.0,7,1,96.09495304713445,10.674343644332534,62,10,11,5,0.2939167605049337,19,8,17.850081379316265,0.5740606405977386,7.6,228.34518952821375,2019
5483,4858,Player C,Team B,28,199.50383098053123,94.7097407234012,Defender,19,10.0,4,3,70.27230912147859,14.48652576426956,53,4,22,0,0.4463263599865612,64,0,16.08358867211105,1.660373508096471,3.9,552.5204484331674,2021
5484,2250,Player A,Team A,39,164.15495161115243,89.13883846742277,Defender,5,13.0,6,3,63.76862047142468,13.490615813633513,3,11,5,0,0.7270185270141339,19,4,7.318863499155851,0.4671158270144135,6.833333333333333,330.21728382195244,2020
5485,2081,Player D,Team A,37,176.5627447776177,50.017671814339344,Defender,3,5.0,3,0,93.37708646337012,13.955104002489051,23,1,10,0,0.6929202292247886,76,1,14.11562251061152,4.298677197737433,1.0,64.68570368178109,2022
5486,1277,Player C,Team B,38,181.12377580503534,96.5533678667792,Defender,3,0.0,6,2,69.75225471908229,12.318667276231167,94,10,7,4,0.9873684723122,62,6,14.42960977510714,0.4495845632475748,13.0,225.8432101585049,2021
5487,2669,Player C,Team B,30,165.17612002394273,75.98868468805496,Goalkeeper,1,4.0,1,2,77.85264374404264,5.193106855533887,29,5,27,2,0.2251610242159318,13,3,6.358527102527916,2.536915927510771,6.127337820932273,56.85687236270251,2021
5488,1040,Player A,Team B,38,188.2374647084648,79.38556407371007,Midfielder,28,6.0,3,4,69.74568239362728,11.21327455872846,24,9,16,5,0.6623179135395824,25,4,11.987084815039037,1.8461732721485185,2.5517241379310347,575.6472683781392,2021
5489,1862,Player C,Team B,31,166.7954669922648,101.22404175608912,Midfielder,9,6.0,1,2,69.38716851184077,6.1587658081160415,9,5,23,1,0.6096819082757774,89,7,8.910025935014119,0.3718819270893747,6.8,124.6292284251999,2019
5490,266,Player D,Team B,18,187.5185136047484,80.36089438522114,Midfielder,5,0.0,8,1,94.26327294413528,7.748137327359968,97,0,1,1,0.91509845449003,92,1,12.006952141452246,3.033852277511889,11.833333333333334,94.38784510193152,2022
5491,1143,Player C,Team A,35,184.5908381262505,86.52785800836124,Defender,12,0.0,9,0,65.24255773661153,6.504919627123956,27,8,8,8,0.156362141644875,42,2,16.656064869843128,0.4551685927043998,4.615384615384615,159.08434807989383,2021
5492,2324,Player C,Team A,30,199.7268315839333,105.407870443324,Defender,25,10.0,5,2,77.52255348700953,13.378394191050324,36,8,23,6,0.751798163586933,39,4,7.373893397154795,0.0,1.4615384615384617,678.4277376544825,2022
5493,132,Player A,Team B,20,169.85082936412692,89.13883846742277,Forward,26,3.0,3,4,73.06725444885569,5.510137445656202,40,10,28,9,0.5682686162687683,30,9,6.849563083820657,1.104192322531948,1.851851851851852,254.77567837458216,2021
5494,1522,Player A,Team C,28,185.54426899144823,50.02311114816335,Forward,0,3.0,0,0,85.81696693061417,14.194396230406277,40,14,10,9,0.2746658697879054,5,3,9.039747426586594,1.936651314781268,3.7222222222222223,251.52368567127692,2019
5495,876,Player B,Team B,34,162.89394039589942,119.09818458259795,Forward,2,3.0,1,4,54.59286570010267,7.355210242356071,36,8,15,5,0.4744349141471741,81,4,19.28413175519875,6.936827970121404,6.127337820932273,37.07550457955626,2020
5496,3431,Player B,Team B,33,182.10989790386813,61.80211838662867,Defender,8,0.0,3,0,78.98066973849014,6.30276408658834,73,3,13,3,0.3337765970697978,18,2,16.217363167774494,0.1034725739792764,9.88888888888889,56.08475013344395,2022
5497,508,Player D,Team A,28,171.73558702331914,103.83162671478536,Midfielder,0,0.0,1,4,63.27828867968843,10.940717916067255,8,9,1,2,0.5793134027884609,21,8,5.291837942218199,0.4514106896417447,4.243571428571428,50.515330858337634,2022
5498,476,Player A,Team C,36,178.79275035671913,91.06930146332279,Defender,0,7.0,6,4,62.3666600717604,14.551939802904847,27,14,2,6,0.8890006108146659,86,7,11.01507263725065,0.8096075648098866,1.9285714285714288,352.95873693337046,2021
5499,4098,Player B,Team B,38,179.2763027534401,82.15131352939022,Defender,26,0.0,3,3,87.4132151005618,12.20275579782852,67,9,29,0,0.569304984412202,50,5,8.860969686205777,4.971090946629085,0.1851851851851851,221.36747518066176,2022
5500,1746,Player D,Team A,34,181.74227204287735,119.09818458259795,Midfielder,29,13.0,2,3,97.16204737989293,14.5553093021207,81,4,23,9,0.631722418326584,6,0,14.572168525582608,0.2709396902057095,1.5666666666666669,435.3332316357388,2021
5501,1446,Player D,Team A,27,211.4115142559098,77.04555322945748,Midfielder,8,12.0,0,2,63.71675971112843,7.741099087437963,87,10,8,7,0.5187478471147094,50,3,11.889386803012895,1.575927306125796,7.222222222222222,178.03121004366147,2019
5502,3806,Player B,Team C,38,198.27553770531864,88.63819366902459,Defender,0,6.0,6,3,94.76964437346882,6.422019192423818,10,4,10,9,0.0511655064454759,80,6,19.467477872959112,6.026413620872306,4.1582194121667815,346.86754422405215,2020
5503,723,Player A,Team B,30,170.82245160475446,80.38534759378437,Defender,29,0.0,5,3,109.52033529325428,6.810247752541075,22,0,2,4,0.2328585568760942,66,9,8.284676764763573,3.9411751319237847,3.125,154.2347201558535,2021
5504,4158,Player B,Team B,25,177.9875869347736,83.67922675792255,Defender,5,0.0,6,3,109.61381011562234,5.983985922645924,68,3,19,4,0.4920017294320827,1,4,13.81784623998411,0.6149840783907584,2.833333333333333,621.406866327831,2022
5505,4890,Player B,Team C,27,191.1853742453392,71.67433265958752,Forward,22,14.0,1,2,75.50275079813476,6.21080693609724,7,14,21,1,0.3102352837447047,57,3,15.50315022485334,0.433476385645245,1.4782608695652173,330.6182249937473,2020
5506,1334,Player D,Team A,33,193.3283782764105,100.0747248750144,Midfielder,29,7.0,9,4,79.46251320309483,11.68224726357034,72,0,21,3,0.1817635977611942,30,8,17.383467340180722,1.947709214122694,2.1,436.4500122787485,2022
5507,564,Player D,Team A,32,182.32536632512856,94.91805555823598,Forward,29,4.0,8,3,53.885297459270994,11.322078987942106,28,7,15,8,0.5041328419184383,58,7,11.104565456420106,4.327323415483663,7.0,116.8130209908881,2021
5508,168,Player C,Team B,27,211.4115142559098,93.04370600613584,Forward,18,0.0,8,3,101.14174293939324,12.023099111991376,10,9,24,9,0.3228097934478503,52,2,15.303828614862224,1.4169659699292845,1.105263157894737,346.55232330454874,2020
5509,747,Player C,Team A,29,188.27162017587256,60.33247734103121,Defender,0,0.0,9,1,70.21541079641695,9.846094383736006,85,10,10,6,0.2581076431734147,37,5,9.548022070764242,0.0,6.127337820932273,0.0,2021
5510,4596,Player D,Team A,22,185.29603580540785,95.11346181859184,Midfielder,1,2.0,4,2,61.42990775462746,8.515802133679014,87,7,9,6,0.4639854174403808,48,3,11.532141385427304,0.069948634466855,13.0,18.854161663250625,2022
5511,3377,Player D,Team A,26,218.46926268084493,78.52760123107734,Forward,0,0.0,5,0,76.50862599183304,8.755558891358167,80,6,25,2,0.1332842580821731,87,6,18.434406968050983,1.9427151578043096,1.7037037037037035,215.7272076593425,2019
5512,3481,Player C,Team A,20,160.14018654124234,67.1993564739273,Midfielder,5,9.0,6,2,71.04135545034964,10.527683552670034,86,9,7,4,0.9277457330754072,1,0,19.248614139964317,5.936969226641764,6.127337820932273,262.05531175951086,2019
5513,837,Player A,Team C,39,179.11508308490923,51.51475274616146,Midfielder,22,15.0,7,0,77.69020425796107,6.294635968105511,86,14,23,8,0.867702097919239,19,0,15.78226020390897,2.712428534777402,3.9565217391304346,275.3284586635856,2019
5514,3103,Player B,Team A,27,188.85165043833382,57.39319316832152,Forward,0,1.0,6,1,69.28825859530846,14.021741197954016,34,11,22,6,0.7076205857405353,46,5,10.615278361642776,0.1040157356676724,12.26403071573457,251.62025118612814,2022
5515,2146,Player A,Team C,39,162.8546805555752,90.17617255404686,Midfielder,4,12.0,4,3,115.84461242719856,5.923397530363586,11,12,15,7,0.1062138275884562,67,9,17.30086684961996,0.0,11.8,181.76009690060383,2022
5516,2730,Player C,Team C,29,169.303785478554,108.2753080022648,Midfielder,29,0.0,4,0,78.45256445475171,12.209877495247444,54,3,25,0,0.775877254469693,2,6,5.388006225881303,6.737085203274642,2.7666666666666666,149.803648425582,2019
5517,1859,Player A,Team C,26,194.3672879764444,88.01087570100418,Midfielder,20,18.0,2,1,57.09936102617204,8.304826744509612,61,13,5,7,0.807957328109019,56,8,6.541188658091316,3.2164730218705464,3.9047619047619047,303.4740352788558,2020
5518,3473,Player D,Team A,37,188.85165043833382,54.737261425792,Defender,14,0.0,6,3,90.37849695041122,6.3833950180690735,30,5,16,9,0.7677646177143377,17,6,14.920606045630416,2.491643813370989,6.466666666666667,269.71311225513284,2020
5519,3095,Player D,Team A,21,176.48216496920645,89.13883846742277,Midfielder,26,0.0,9,4,62.505263367198495,7.706899657152137,99,7,3,7,0.1139658871192411,92,8,9.36872862905086,6.404728338340747,3.2962962962962963,216.21998889081163,2022
5520,409,Player B,Team B,24,167.36164139285788,89.13883846742277,Goalkeeper,0,12.0,1,4,62.155751454421406,10.012253451433123,15,14,20,6,0.6439079570677647,82,9,19.27079327600717,0.0,5.401135278514588,355.05888135864177,2020
5521,4115,Player C,Team C,23,178.2757821992971,101.6546756235195,Forward,13,17.0,5,3,89.58991653918132,8.775361978900138,37,8,29,4,0.8343247957493986,97,8,11.54090918138457,1.9922179901138108,0.8571428571428571,519.4317816290627,2020
5522,2590,Player B,Team A,24,172.9217433847441,109.50832076392784,Goalkeeper,11,10.0,0,1,86.79123837721009,8.281753066182644,81,9,12,9,0.5773534012196677,79,7,11.440472305837655,0.8315214248320301,1.0,176.3909775424225,2019
5523,2355,Player C,Team B,38,181.3280265747616,100.56213241057677,Forward,0,15.0,7,0,56.34180500302453,7.002696508669843,4,11,13,2,0.646407375228089,22,6,15.171192652863969,2.706123537148963,3.526315789473684,175.46897669339606,2021
5524,530,Player A,Team A,27,190.3794627675323,64.22120268549463,Goalkeeper,5,2.0,0,0,66.03077895697471,12.567795900244567,91,14,26,3,0.4583634794263062,27,2,16.513528434592843,1.594098144866648,7.833333333333333,50.9211449619026,2020
5525,116,Player A,Team A,35,175.0199448808288,86.52785800836124,Midfielder,20,0.0,9,1,74.83767300257347,6.129624677910802,75,10,24,2,0.5287073198840526,55,2,12.133381071877048,1.687658605210619,0.5714285714285714,412.236665251675,2021
5526,3413,Player D,Team C,32,166.69470122906606,77.32693232082609,Defender,0,10.0,7,1,64.91765537407798,10.506558450723624,50,1,26,0,0.0343768583517252,32,4,8.210013525675862,2.9434369709795,1.5595238095238093,291.8883162526982,2019
5527,2890,Player B,Team C,39,193.6355590684594,95.71362360319611,Defender,3,14.0,8,4,64.54406117674846,11.434682950503603,54,13,22,8,0.6389630219732846,60,6,16.599629640884324,3.776896443603641,6.127337820932273,319.7825629510663,2020
5528,2992,Player B,Team A,34,187.20853483734672,72.79525445312173,Goalkeeper,4,1.0,6,1,60.894954759877066,12.168949347465707,49,6,16,0,0.0814472128911591,83,9,9.805269123104411,4.2925140855341,6.127337820932273,48.10646163433445,2020
5529,1023,Player B,Team A,19,189.56498668546183,72.09422976143244,Forward,29,19.0,4,3,65.26454149157819,11.346905726457614,84,9,1,8,0.4350145943402234,28,6,7.626661539407864,3.413974734248489,0.3161512027491409,380.0458217550488,2020
5530,568,Player C,Team B,33,160.0377217010996,95.4054227132664,Defender,0,11.0,7,3,93.26352364095732,9.206617533376727,20,11,13,2,0.2926550976674078,28,0,14.4746028488752,2.6435444917767703,6.127337820932273,76.3088670192713,2021
5531,332,Player D,Team B,20,180.4165022051513,84.00488800486627,Forward,27,5.0,6,4,52.01148880130458,5.935339629154537,42,13,25,4,0.5454279502117131,74,7,6.356805004855256,0.9333196487871228,1.4285714285714286,623.7775560472751,2019
5532,4835,Player B,Team C,27,211.4115142559098,89.13883846742277,Goalkeeper,25,14.0,5,3,68.77024868924579,6.33865721669831,82,0,0,9,0.133416335523207,84,0,19.570290126290825,0.1516562161413519,2.5,754.3497801704634,2021
5533,3843,Player B,Team A,30,170.82245160475446,87.18775651603822,Forward,29,0.0,8,1,97.08099577755284,10.278590739002428,2,3,14,6,0.6916434019733182,25,3,14.485958966182054,0.7219962077013989,0.6619718309859155,411.3687825644698,2022
5534,1647,Player D,Team C,32,178.7929675191396,112.21094099862005,Goalkeeper,22,19.0,9,0,80.76980317287992,13.147921845048714,4,1,24,9,0.7950115369284704,85,1,19.788432813826336,0.3915289749918578,3.4782608695652173,674.7856171907913,2019
5535,3857,Player C,Team A,29,188.85165043833382,79.94420364208744,Defender,2,3.0,9,2,87.64109686279679,12.994670126871764,11,9,10,6,0.1633544497431565,78,4,10.08340135217954,4.903812070553229,6.127337820932273,29.73630570878157,2021
5536,1967,Player D,Team B,35,195.84113461299967,107.8680412570016,Forward,8,17.0,4,0,99.33625328357738,13.849886056707629,9,7,22,4,0.1043130873518821,86,5,19.568077417855967,0.7491779276195403,5.888888888888889,413.5967402884671,2022
5537,2759,Player C,Team B,35,173.34859393903173,104.3290980830079,Goalkeeper,22,16.0,5,3,71.05519474929,8.202168873385821,73,7,23,1,0.1455154827873591,26,3,7.183433715929354,0.2600479635867623,3.739130434782609,475.53847061669705,2020
5538,3224,Player B,Team A,27,188.865185440188,104.21921749402112,Midfielder,0,0.0,8,0,67.45108644139475,9.554545721327456,24,10,20,0,0.8771275618985017,75,3,5.610421585205427,0.5567778064220922,6.127337820932273,196.59476819128136,2020
5539,780,Player A,Team C,20,180.4165022051513,74.9071662275941,Goalkeeper,0,9.0,1,2,99.54825318212716,14.554439187215406,37,13,10,8,0.5281892617563562,71,6,5.494760906819039,0.6555416749287226,3.8167272727272725,37.77387182301955,2020
5540,3187,Player D,Team A,36,193.43696292111247,89.13883846742277,Forward,28,5.0,5,0,97.77513909955974,14.924235197282144,59,4,5,7,0.4672609960075026,17,3,11.973055558988406,0.4968738820527399,3.1724137931034484,203.33371623078355,2020
5541,2706,Player A,Team B,38,188.56486109609224,79.38556407371007,Defender,26,2.0,4,4,58.2147379495715,11.381200658802417,65,14,20,4,0.1067118191023542,82,1,6.245062962178922,0.9773628009071226,1.2592592592592593,153.32131405764656,2019
5542,1174,Player A,Team A,22,182.7656628181708,66.80268931349048,Forward,0,3.0,1,1,75.88675622296688,10.601573868563271,66,7,4,9,0.6495560067569618,7,3,12.682518262514026,0.0,0.7916666666666666,418.6304422058787,2021
5543,2028,Player B,Team C,34,166.4157550002458,74.55272503245484,Forward,12,6.0,8,1,88.16956705563811,12.379874356160045,22,2,0,8,0.8679995918950899,56,6,9.912507552633508,5.9914245678172335,3.076923076923077,211.7358031234577,2019
5544,4959,Player D,Team A,21,186.20929938305372,99.70728662149818,Forward,10,0.0,9,4,94.9076504609953,6.836127921743999,77,14,15,9,0.828185869323453,64,0,10.034434887111734,0.0,8.636363636363637,112.9245495173379,2021
5545,3442,Player A,Team C,38,168.53846064555876,115.86696348812544,Midfielder,0,0.0,4,1,84.89841316224792,8.842315256268739,74,14,20,2,0.6260547089808013,20,3,14.534134948177549,0.774853775373554,12.525641025641026,259.69124762667315,2019
5546,3315,Player C,Team C,24,177.35225975125795,113.67296578180384,Midfielder,23,14.0,2,0,94.44816190294571,10.332660235923818,2,14,19,1,0.0752787166516736,38,5,7.446470092274303,7.457603198360585,0.0833333333333333,604.4418025891135,2020
5547,321,Player A,Team A,31,191.39531933551177,117.58207249078625,Goalkeeper,12,15.0,9,0,77.27875449291255,12.363893264705183,76,1,14,4,0.1123970271760129,75,7,16.498300555095966,1.3575209800940935,5.076923076923077,325.44870589853303,2020
5548,3323,Player B,Team B,24,187.85053901202133,68.61877775659593,Midfielder,16,15.0,8,1,72.47117138112995,14.59598994443023,34,14,23,1,0.0493089871098246,58,7,13.73046379667952,2.1233374833408147,5.235294117647059,598.2796621567524,2020
5549,3176,Player B,Team B,27,169.34316332487464,99.6581938803532,Forward,0,6.0,3,0,90.88854594849953,10.403557414806198,57,13,9,7,0.2574792164924693,16,8,18.724169432712664,1.187006452478692,1.4615384615384617,331.9917166117153,2021
5550,32,Player D,Team B,29,179.08065639467733,103.00166377887638,Goalkeeper,20,7.0,4,0,60.41604987868023,5.204040883495347,44,3,18,6,0.1356614671603777,51,4,10.47260980651285,6.506969991047501,0.9047619047619048,216.6507697692641,2022
5551,4854,Player B,Team A,29,169.62048169622147,113.1474526002819,Midfielder,18,15.0,2,1,75.27558343809199,12.637157975313547,60,7,7,5,0.2600480402524339,27,1,19.740724881006884,2.846639742170718,2.3684210526315788,290.47148785746816,2019
5552,1689,Player D,Team C,29,179.08065639467733,80.77320610062054,Goalkeeper,28,6.0,3,1,69.59921673713215,8.3061706508159,51,10,23,4,0.3850580557189617,51,2,13.637414700710348,0.9373011059320726,1.0344827586206895,513.4315155113106,2019
5553,564,Player D,Team A,32,182.32536632512856,89.13883846742277,Forward,8,4.0,8,3,53.885297459270994,11.322078987942106,28,7,15,8,0.9429827840711356,75,1,19.601029342813007,4.327323415483663,7.0,116.8130209908881,2020
5554,4129,Player C,Team B,26,169.13673827327744,115.16111650401642,Defender,22,13.0,6,1,57.26527935530121,5.093547855552902,73,10,17,4,0.6103760597816921,16,8,5.40590981070673,1.6868606103934431,1.0,332.5860293354628,2020
5555,2986,Player B,Team A,21,169.79235845648537,80.11732680130237,Goalkeeper,0,10.0,1,1,52.59340447675869,7.14151842603126,44,11,12,2,0.8349737856829623,87,5,15.91964483618582,5.402544381333386,6.127337820932273,385.5647743494484,2022
5556,2889,Player C,Team C,29,171.26215450912784,79.94420364208744,Defender,7,11.0,2,2,83.98058132084668,14.680886802497264,74,0,7,4,0.7103515007123322,60,0,17.249322864391043,1.8771437739441728,9.25,213.6696623668542,2021
5557,1301,Player D,Team B,21,198.36175987485632,80.11732680130237,Forward,13,0.0,4,4,108.79854199325064,7.750975119748905,94,1,6,4,0.1125031305266317,76,2,5.797599300147313,0.5756184278477803,4.357142857142857,346.67510901638144,2019
5558,664,Player A,Team B,24,177.35225975125795,89.13883846742277,Goalkeeper,0,0.0,1,3,68.5121205834444,11.231052847975022,4,6,22,3,0.7359204063739488,40,6,13.684544960243686,7.20785309632868,7.92711111111111,246.2346609586266,2021
5559,4856,Player A,Team A,32,198.46315884155663,117.97203918715698,Forward,7,12.0,0,0,72.4056828398343,10.490068746898809,94,9,22,4,0.2750988815591244,67,6,17.029134403841724,0.0,4.0,208.7205803082798,2022
